title,university,date,authors,journal,citations,theme
"Energy justice, democracy and deforestation",Bond University,2023-05-05,Alex O. Acheampong; Eric Evans Osei Opoku,Journal of Environmental Management,35,Advanced_Manufacturing
Effectiveness of H5P in improving student learning outcomes in an online tertiary education setting,University of South Australia,2023-03-16,Tarosh Thomas Jacob; Stephanie Centofanti,Journal of Computing in Higher Education,34,Advanced_Manufacturing
Guidance on the use of complex systems models for economic evaluations of public health interventions,La Trobe University,2023-04-20,Penny Breeze; Hazel Squires; Kate Ennis; Petra Meier; Kate Hayes,Health Economics,33,Advanced_Manufacturing
Farmers’ organizations and sustainable development: An introduction,Lincoln University,2023-07-07,Wanglin Ma; Marco A. Marini; Dil Bahadur Rahut,Annals of public and co-operative economy,33,Advanced_Manufacturing
Secure Cooperative Path Following of Autonomous Surface Vehicles Under Cyber and Physical Attacks,Swinburne University of Technology,2023-04-25,Zhaoqing Liu; Xiaohua Ge; Qing‐Long Han; Yu‐Long Wang; Xian‐Ming Zhang,IEEE Transactions on Intelligent Vehicles,32,Advanced_Manufacturing
Testing parity symmetry of gravity with gravitational waves,Australian National University,2023-01-12,Jin Qiao; Zhao Li; Tao Zhu; Ran Ji; Guoliang Li,Frontiers in Astronomy and Space Sciences,31,Advanced_Manufacturing
Tackling grand societal challenges: Understanding when and how reverse engineering fosters frugal product innovation in an emerging market,Edith Cowan University,2023-05-19,Samuel Adomako; Michael Asiedu Gyensare; Joseph Amankwah‐Amoah; Pervaiz Akhtar; N. Hussain,Journal of Product Innovation Management,29,Advanced_Manufacturing
Inertia emulation control of PMSG-based wind turbines for enhanced grid stability in low inertia power systems,Swinburne University of Technology,2024-01-19,Asif Khan; D.A. Aragon; Mehdi Seyedmahmoudian; Saad Mekhilef; Alex Stojcevski,International Journal of Electrical Power & Energy Systems,24,Advanced_Manufacturing
Scarcity and quality risks for future global urban water supply,Deakin University,2024-01-29,Zhifeng Liu; Jiahe Ying; Chunyang He; Dongjie Guan; Xinhao Pan,Landscape Ecology,24,Advanced_Manufacturing
How much growth is required to achieve good lives for all? Insights from needs-based analysis,Macquarie University,2024-07-23,Jason Hickel; Dylan Sullivan,World Development Perspectives,24,Advanced_Manufacturing
Interparticle forces and their effects in particulate systems,Monash University,2024-01-23,Qijun Zheng; Runyu Yang; Qinghua Zeng; Haiping Zhu; Kejun Dong,Powder Technology,23,Advanced_Manufacturing
Techno-economics of offshore wind-based dynamic hydrogen production,Griffith University,2024-08-01,Mostafa Rezaei; Alexandr Akimov; Evan Gray,Applied Energy,23,Advanced_Manufacturing
Acceleration of phosphorus weathering under warm climates,University of Waikato,2024-07-10,Licheng Guo; Shangfa Xiong; Benjamin Mills; Terry T. Isson; Shiling Yang,Science Advances,21,Advanced_Manufacturing
Analysing multifaceted barriers to modular construction in sustainable building projects: a comprehensive evaluation using multi-criteria decision making,Monash University,2024-01-04,Ali Hassan Ali; Ahmed Farouk Kineber; Nehal Elshaboury; Mehrdad Arashpour; Ahmed Osama Daoud,International Journal of Construction Management,20,Advanced_Manufacturing
Does digitalization enhance the effects of lean production on social performance?,Swinburne University of Technology,2024-03-07,Roberto Chávez; Wantao Yu; Mark Jacobs; Chee Yew Wong,International Journal of Operations & Production Management,19,Advanced_Manufacturing
"A systematic literature review of attitudes, intentions and behaviours of teaching academics pertaining to AI and generative AI (GenAI) in higher education: An analysis of GenAI adoption using the UTAUT framework",University of Wollongong,2024-12-16,Sasha Nikolic; Isabelle Wentworth; Lynn Sheridan; Simon Moss; Elisabeth Duursma,Australasian Journal of Educational Technology,18,Advanced_Manufacturing
Fundamental and Second-Order Superregular Breathers in Vector Fields,Australian National University,2024-01-10,Chong Liu; Shaochun Chen; Nail Akhmediev,Physical Review Letters,17,Advanced_Manufacturing
"Visualising a framework for enhancing material circularity in building construction projects: Drivers, barriers, and strategies",Griffith University,2024-02-26,Isuri Amarasinghe; Ying Hong; Rodney A. Stewart,Building and Environment,17,Advanced_Manufacturing
Systematic challenges and opportunities in insect monitoring: a Global South perspective,James Cook University,2024-05-05,Melissa Sánchez Herrera; Dimitri Forero; Adolfo R. Calor; Gustavo Q. Romero; Muzafar Riyaz,Philosophical Transactions of the Royal Society B Biological Sciences,17,Advanced_Manufacturing
Localized wave structures: Solitons and beyond,University of Southern Queensland,2024-06-01,Lev A. Ostrovsky; Efim Pelinovsky; Victor I. Shrira; Yury Stepanyants,Chaos An Interdisciplinary Journal of Nonlinear Science,17,Advanced_Manufacturing
Nonlinear topological symmetry protection in a dissipative system,University of Auckland,2024-02-15,Stéphane Coen; Bruno Garbin; Gang Xu; Liam Quinn; Nathan Goldman,Nature Communications,16,Advanced_Manufacturing
Numerical study on perforation damage and fragmentation of reinforced concrete slab under close-in explosion,Curtin University,2024-01-20,Zitong Wang; Wensu Chen; Zhijie Huang; Hong Hao,Engineering Failure Analysis,16,Advanced_Manufacturing
Dynamic pricing in consumer-centric electricity markets: A systematic review and thematic analysis,University of Waikato,2024-03-01,Chin Hui Hao; Presley K. Wesseh; Jin Wang; Hermas Abudu; Kingsley E. Dogah,Energy Strategy Reviews,16,Advanced_Manufacturing
Taking steps toward healthy &amp; sustainable transport investment: A systematic review of economic evaluations in the academic literature on large-scale active transport infrastructure,Griffith University,2024-01-03,Madison Bland; Matthew Burke; Kelly Bertolaccini,International Journal of Sustainable Transportation,15,Advanced_Manufacturing
Agent-based simulation for pedestrian evacuation: A systematic literature review,University of Auckland,2024-08-02,G. Senanayake; Minh Kieu; Yang Zou; Kim N. Dirks,International Journal of Disaster Risk Reduction,15,Advanced_Manufacturing
Gamification for sustainable consumption: A state‐of‐the‐art overview and future agenda,Swinburne University of Technology,2024-11-22,Weng Marc Lim; Manish Das; Wamika Sharma; Aastha Verma; Rajeev Kumra,Business Strategy and the Environment,15,Advanced_Manufacturing
An Isolated Complex V Inefficiency and Dysregulated Mitochondrial Function in Immortalized Lymphocytes from ME/CFS Patients,La Trobe University,2020-02-06,Daniel Missailidis; Sarah J. Annesley; Claire Y. Allan; Oana Sanislav; Brett A. Lidbury,International Journal of Molecular Sciences,73,Advanced_Manufacturing
Multiagent Actor-Critic Network-Based Incentive Mechanism for Mobile Crowdsensing in Industrial Systems,Charles Darwin University,2020-09-21,Bo Gu; Xinxin Yang; Ziqi Lin; Weiwei Hu; Mamoun Alazab,IEEE Transactions on Industrial Informatics,73,Advanced_Manufacturing
Can entrepreneurial orientation improve sustainable development through leveraging internal lean practices?,Swinburne University of Technology,2020-03-12,Roberto Chávez; Wantao Yu; Muhammad Shakeel Sadiq Jajja; Antonio Lecuna; Brian Fynes,Business Strategy and the Environment,72,Advanced_Manufacturing
Farm machinery use and maize yields in China: an analysis accounting for selection bias and heterogeneity,Lincoln University,2020-07-24,Xiaoshi Zhou; Wanglin Ma; Gucheng Li; Huanguang Qiu,Australian Journal of Agricultural and Resource Economics,71,Advanced_Manufacturing
An Adaptive PV Frequency Control Strategy Based on Real-Time Inertia Estimation,Queensland University of Technology,2020-12-17,Yu Su; Hongyu Li; Yi Cui; Shutang You; Yiwei Ma,IEEE Transactions on Smart Grid,69,Advanced_Manufacturing
Design Considerations for Real-Time Collaboration with Creative Artificial Intelligence,Monash University,2020-03-04,Jon McCormack; Patrick Hutchings; Toby Gifford; Matthew Yee-King; Maria Teresa Llano,Organised Sound,66,Advanced_Manufacturing
Global Macroeconomic Scenarios of the COVID-19 Pandemic,Australian National University,2020-01-01,Warwick J. McKibbin; Roshen Fernando,SSRN Electronic Journal,66,Advanced_Manufacturing
GRVMP: A Greedy Randomized Algorithm for Virtual Machine Placement in Cloud Data Centers,Deakin University,2020-06-30,Sadoon Azizi; Mohammad Shojafar; Jemal Abawajy; Rajkumar Buyya,IEEE Systems Journal,66,Advanced_Manufacturing
Enablers and barriers to implementation of and compliance with school-based healthy food and beverage policies: a systematic literature review and meta-synthesis,Macquarie University,2020-04-22,Rimantė Ronto; Neha Rathi; Anthony Worsley; Taren Sanders; Chris Lonsdale,Public Health Nutrition,62,Advanced_Manufacturing
An Online Reinforcement Learning Approach for Dynamic Pricing of Electric Vehicle Charging Stations,Deakin University,2020-01-01,Valeh Moghaddam; Amirmehdi Yazdani; Hai Wang; David Parlevliet; Farhad Shahnia,IEEE Access,62,Advanced_Manufacturing
Impacts of cooperative membership on banana yield and risk exposure: Insights from China,Lincoln University,2021-11-24,Wanglin Ma; Hongyun Zheng; Peng Yuan,Journal of Agricultural Economics,60,Advanced_Manufacturing
A Short Survey of Pre-trained Language Models for Conversational AI-A New Age in NLP,Macquarie University,2020-01-30,Munazza Zaib; Quan Z. Sheng; Wei Emma Zhang,Proceedings of the Australasian Computer Science Week Multiconference,59,Advanced_Manufacturing
The impact of COVID-19 on the Chinese tourism industry,University of New England,2021-10-08,Can Wang; Samuel Meng; Mahinda Siriwardana; Tien Pham,Tourism Economics,59,Advanced_Manufacturing
Development and Validation of Artificial Neural Network-Based Tools for Forecasting of Power System Inertia With Wind Farms Penetration,Central Queensland University,2020-09-02,E.S.N. Raju P; Hesamoddin Marzooghi; James Yu; Vladimir Terzija,IEEE Systems Journal,58,Advanced_Manufacturing
Effects of cooperative membership on financial performance of banana farmers in China: A heterogeneous analysis,Lincoln University,2021-04-21,Wanglin Ma; Hongyun Zheng; Yueji Zhu; Jianling Qi,Annals of public and co-operative economy,58,Advanced_Manufacturing
Workplace digitalisation and work-nonwork satisfaction: the role of spillover social media,University of Tasmania,2020-02-17,Farveh Farivar; Julia Richardson,Behaviour and Information Technology,57,Advanced_Manufacturing
Federated Learning Meets Contract Theory: Economic-Efficiency Framework for Electric Vehicle Networks,University of Technology Sydney,2020-12-21,Yuris Mulya Saputra; Diep N. Nguyen; Dinh Thai Hoang; Thang X. Vu; Eryk Dutkiewicz,IEEE Transactions on Mobile Computing,57,Advanced_Manufacturing
Climate Change Adaptation Options for Coastal Communities and Local Governments,University of the Sunshine Coast,2020-01-07,Laura Sinay; Bill Carter,Climate,56,Advanced_Manufacturing
Waves that Appear From Nowhere: Complex Rogue Wave Structures and Their Elementary Particles,Australian National University,2021-01-15,Nail Akhmediev,Frontiers in Physics,56,Advanced_Manufacturing
GAN-Driven Personalized Spatial-Temporal Private Data Sharing in Cyber-Physical Social Systems,Deakin University,2020-06-09,Youyang Qu; Shui Yu; Wanlei Zhou; Yonghong Tian,IEEE Transactions on Network Science and Engineering,55,Advanced_Manufacturing
A Framework for Joint Scheduling and Power Trading of Prosumers in Transactive Markets,Monash University,2020-09-24,Mohsen Khorasany; Afshin Najafi-Ghalelou; Reza Razzaghi,IEEE Transactions on Sustainable Energy,55,Advanced_Manufacturing
Adoption of organic soil amendments and its impact on farm performance: evidence from wheat farmers in China*,Lincoln University,2020-12-27,Hongyun Zheng; Wanglin Ma; Gucheng Li,Australian Journal of Agricultural and Resource Economics,55,Advanced_Manufacturing
Evaluating cost function criteria in predicting healthy gait,Griffith University,2021-05-18,Kirsten Veerkamp; Niels Waterval; Thomas Geijtenbeek; Christopher P. Carty; David G. Lloyd,Journal of Biomechanics,54,Advanced_Manufacturing
Blockchain-Enabled Asynchronous Federated Learning in Edge Computing,Deakin University,2021-05-11,Yinghui Liu; Youyang Qu; Chenhao Xu; Zhicheng Hao; Bruce Gu,Sensors,53,Advanced_Manufacturing
A recovery planning model for online business operations under the COVID-19 outbreak,University of Technology Sydney,2021-09-17,Sanjoy Kumar Paul; Md. Abdul Moktadir; Karam M. Sallam; Tsan‐Ming Choi; Ripon K. Chakrabortty,International Journal of Production Research,53,Advanced_Manufacturing
DfMA: Towards an Integrated Strategy for a More Productive and Sustainable Construction Industry in Australia,Bond University,2021-08-17,Craig Langston; Weiwei Zhang,Sustainability,51,Advanced_Manufacturing
Big Data Applications the Banking Sector: A Bibliometric Analysis Approach,Curtin University,2021-10-01,Haitham Nobanee; Mehroz Nida Dilshad; Mona Al Dhanhani; Maitha Al Neyadi; Sultan Al Qubaisi,SAGE Open,50,Advanced_Manufacturing
Game Production Studies,Queensland University of Technology,2021-01-01,Olli Sotamaa; Jan Š Švelch; David B. Nieborg; Vinciane Zabban; Mia Consalvo,Amsterdam University Press eBooks,50,Advanced_Manufacturing
Effective regulations of FinTech innovations: the case of China,La Trobe University,2021-01-06,Ya Bu; Hui Li; Xiaoqing Wu,Economics of Innovation and New Technology,49,Advanced_Manufacturing
Estimation of Non-Synchronous Inertia in AC Microgrids,Monash University,2021-04-02,Chitaranjan Phurailatpam; Zakir Hussain Rather; Behrooz Bahrani; Suryanarayana Doolla,IEEE Transactions on Sustainable Energy,49,Advanced_Manufacturing
A review of systems modelling for local sustainability,Deakin University,2021-10-13,Enayat A. Moallemi; Edoardo Bertone; Sibel Eker; Lei Gao; Katrina Szetey,Environmental Research Letters,46,Advanced_Manufacturing
"Examining supply and demand of cooling effect of blue and green spaces in mitigating urban heat island effects: A case study of the Fujian Delta urban agglomeration (FDUA), China",University of Auckland,2022-07-27,Zhong-Jian Shen; Binghua Zhang; Ruhong Xin; Junyang Liu,Ecological Indicators,44,Advanced_Manufacturing
The economics of COVID-19: a systematic literature review,University of Southern Queensland,2022-09-15,I. W. Rathnayaka; Rasheda Khanam; Mohammad Mafizur Rahman,Journal of Economic Studies,44,Advanced_Manufacturing
A Narrative Review on the Collection and Use of Electronic Patient-Reported Outcomes in Cancer Survivorship Care with Emphasis on Symptom Monitoring,Flinders University,2022-06-17,Corina van den Hurk; Floortje Mols; Manuela Eicher; Raymond J. Chan; Annemarie Becker‐Commissaris,Current Oncology,43,Advanced_Manufacturing
Anti‐consumption behavior: A meta‐analytic integration of attitude behavior context theory and well‐being theory,Griffith University,2022-11-08,Haroon Iqbal Maseeh; Deepak Sangroya; Charles Jebarajakirthy; Mohd Adil; Jaspreet Kaur,Psychology and Marketing,43,Advanced_Manufacturing
Mixed Game-Based AoI Optimization for Combating COVID-19 With AI Bots,Charles Darwin University,2022-11-01,Yaoqi Yang; Weizheng Wang; Zhimeng Yin; Renhui Xu; Xiaokang Zhou,IEEE Journal on Selected Areas in Communications,43,Advanced_Manufacturing
Older Adults' Satisfaction with Telemedicine During the COVID-19 Pandemic: A Systematic Review,University of Otago,2022-05-25,Nabeel H. M. Alsabeeha; Momen A. Atieh; Melodena Stephens Balakrishnan,Telemedicine Journal and e-Health,41,Advanced_Manufacturing
Do capital markets reward corporate climate change actions? Evidence from the cost of debt,University of Otago,2022-11-23,Khurshid Ali; Muhammad Nadeem; Rakesh K. Pandey; Gurmeet S. Bhabra,Business Strategy and the Environment,41,Advanced_Manufacturing
Understanding travel behavior adjustment under COVID-19,Australian Catholic University,2022-05-24,Wenbin Yao; Jinqiang Yu; Ying Yang; Nuo Chen; Sheng Jin,Communications in Transportation Research,40,Advanced_Manufacturing
Silicon-based soft parallel robots 4D printing and multiphysics analysis,Deakin University,2022-10-04,Ali Zolfagharian; Saleh Gharaie; Abbas Z. Kouzani; Mohammad Lakhi; Sadegh Ranjbar,Smart Materials and Structures,40,Advanced_Manufacturing
Veracity-aware and Event-driven Personalized News Recommendation for Fake News Mitigation,Macquarie University,2022-04-25,Shoujin Wang; Xiaofei Xu; Xiuzhen Zhang; Yan Wang; Wenzhuo Song,Proceedings of the ACM Web Conference 2022,39,Advanced_Manufacturing
Can the marketization of urban land transfer improve energy efficiency?,Macquarie University,2022-12-23,Yanjun Yang; Rui Xue; Xiaoxi Zhang; Yutai Cheng; Yuli Shan,Journal of Environmental Management,38,Advanced_Manufacturing
The IntCal20 Northern Hemisphere Radiocarbon Age Calibration Curve (0–55 cal kBP),University of Waikato,2020-08-01,Paula Reimer; William E. N. Austin; Édouard Bard; Alex Bayliss; Paul G. Blackwell,Radiocarbon,6195,Marine_Naval
Scientists' warning on invasive alien species,Lincoln University,2020-06-25,Petr Pyšek; Philip E. Hulme; Daniel Simberloff; Sven Bacher; Tim M. Blackburn,Biological reviews/Biological reviews of the Cambridge Philosophical Society,1737,Marine_Naval
The COVID‐19 pandemic and mental health impacts,University of New England,2020-04-10,Kim Usher; Joanne Durkin; Navjot Bhullar,International Journal of Mental Health Nursing,644,Marine_Naval
"Older people and COVID‐19: Isolation, risk and ageism",University of Technology Sydney,2020-04-02,Joanne Brooke; Debra Jackson,Journal of Clinical Nursing,613,Marine_Naval
Reversible structural evolution of sodium-rich rhombohedral Prussian blue for sodium-ion batteries,University of Wollongong,2020-02-20,Wanlin Wang; Yong Gang; Zhe Hu; Zichao Yan; Weijie Li,Nature Communications,530,Marine_Naval
Structured graphene metamaterial selective absorbers for high efficiency and omnidirectional solar thermal energy conversion,Swinburne University of Technology,2020-03-13,Keng‐Te Lin; Han Lin; Tieshan Yang; Baohua Jia,Nature Communications,504,Marine_Naval
The burden of neurological diseases in Europe: an analysis for the Global Burden of Disease Study 2017,Auckland University of Technology,2020-09-29,Günther Deuschl; Ettore Beghi; Franz Fazekas; Tímea Varga; Kalliopi A Christoforidi,The Lancet Public Health,504,Marine_Naval
"Quantification of the pace of biological aging in humans through a blood test, the DunedinPoAm DNA methylation algorithm",University of Otago,2020-05-05,Daniel W. Belsky; Avshalom Caspi; Louise Arseneault; Andrea Baccarelli; David L. Corcoran,eLife,480,Marine_Naval
Economic impacts of Wuhan 2019‐nCoV on China and the world,Monash University,2020-02-12,Foster Kofi Ayittey; Matthew Kormla Ayittey; Nyasha Bennita Chiwero; Japhet Senyo Kamasah; Christian K. O. Dzuvor,Journal of Medical Virology,461,Marine_Naval
Falling living standards during the COVID-19 crisis: Quantitative evidence from nine developing countries,Deakin University,2021-02-05,Dennis Egger; Edward Miguel; Shana S. Warren; Ashish Shenoy; Elliott Collins,Science Advances,410,Marine_Naval
Long‐term declines and recovery of meadow area across the world’s seagrass bioregions,Griffith University,2021-05-16,Jillian C. Dunic; Christopher J. Brown; Rod M. Connolly; Mischa P. Turschwell; Isabelle M. Côté,Global Change Biology,342,Marine_Naval
A global reptile assessment highlights shared conservation needs of tetrapods,Monash University,2022-04-27,Neil A. Cox; Bruce E. Young; Philip Bowles; Miguel Fernández; Julie Marin,Nature,323,Marine_Naval
A large-scale genome-wide association study meta-analysis of cannabis use disorder,University of Otago,2020-10-20,Emma C. Johnson; Ditte Demontis; Thorgeir E. Thorgeirsson; Raymond K. Walters; Renato Polimanti,The Lancet Psychiatry,322,Marine_Naval
Unprecedented smoke‐related health burden associated with the 2019–20 bushfires in eastern Australia,University of Tasmania,2020-03-12,Nicolás Borchers Arriagada; Andrew Palmer; David M. J. S. Bowman; Geoffrey Morgan; Bin Jalaludin,The Medical Journal of Australia,295,Marine_Naval
Unwelcome exchange: International trade as a direct and indirect driver of biological invasions worldwide,Lincoln University,2021-05-01,Philip E. Hulme,One Earth,269,Marine_Naval
"Physical activity, mental health and well-being of adults during initial COVID-19 containment strategies: A multi-country cross-sectional analysis",Massey University,2020-12-03,James Faulkner; Wendy J. O’Brien; Bronagh McGrane; Daniel Wadsworth; John Batten,Journal of science and medicine in sport,256,Marine_Naval
A 2-million-year-old ecosystem in Greenland uncovered by environmental DNA,Curtin University,2022-12-07,Kurt H. Kjær; Mikkel Winther Pedersen; Bianca De Sanctis; Binia De Cahsan; Thorfinn Sand Korneliussen,Nature,241,Marine_Naval
Algorithmic urban planning for smart and sustainable development: Systematic review of the literature,Queensland University of Technology,2023-03-29,Tim Heinrich Son; Zack Weedon; Tan Yiğitcanlar; Thomas W. Sanchez; Juan M. Corchado,Sustainable Cities and Society,239,Marine_Naval
Why agricultural production in sub-Saharan Africa remains low compared to the rest of the world – a historical perspective,University of South Australia,2020-05-05,Vibeke Bjornlund; Henning Bjørnlund; André van Rooyen,International Journal of Water Resources Development,232,Marine_Naval
Towards Fair and Privacy-Preserving Federated Deep Models,Monash University,2020-05-21,Lingjuan Lyu; Jiangshan Yu; Karthik Nandakumar; Yitong Li; Xingjun Ma,IEEE Transactions on Parallel and Distributed Systems,220,Marine_Naval
Resistance Training Load Effects on Muscle Hypertrophy and Strength Gain: Systematic Review and Network Meta-analysis,Edith Cowan University,2020-12-26,Pedro López; Régis Radaelli; Dennis R. Taaffe; Robert U. Newton; Daniel A. Galvão,Medicine & Science in Sports & Exercise,219,Marine_Naval
Streamflow prediction using an integrated methodology based on convolutional neural network and long short-term memory networks,University of Southern Queensland,2021-09-01,Sujan Ghimire; Zaher Mundher Yaseen‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬; Aitazaz A. Farooque; Ravinesh C. Deo; Ji Zhang,Scientific Reports,219,Marine_Naval
Digitalization and sustainability: virtual reality tourism in a post pandemic world,Griffith University,2022-02-11,Shalini Talwar; Puneet Kaur; Robin Nunkoo; Amandeep Dhir,Journal of Sustainable Tourism,218,Marine_Naval
Scaling the impact of sustainability initiatives: a typology of amplification processes,Swinburne University of Technology,2020-05-14,David P. M. Lam; Berta Martín‐López; Arnim Wiek; Elena M. Bennett; Niki Frantzeskaki,Urban Transformations,216,Marine_Naval
Modeling the Epidemic Trend of the 2019 Novel Coronavirus Outbreak in China,Monash University,2020-09-29,Mingwang Shen; Zhihang Peng; Yanni Xiao; Lei Zhang,The Innovation,213,Marine_Naval
Highly Efficient All‐Small‐Molecule Organic Solar Cells with Appropriate Active Layer Morphology by Side Chain Engineering of Donor Molecules and Thermal Annealing,Monash University,2020-04-09,Beibei Qiu; Zeng Chen; Shucheng Qin; Jia Yao; Wenchao Huang,Advanced Materials,212,Marine_Naval
A transformative supply chain response to COVID-19,University of Canterbury,2020-08-08,Diane A. Mollenkopf; Lucie K. Ozanne; Hannah J. Stolze,Journal of service management,212,Marine_Naval
Emerging learning environments in engineering education,University of Technology Sydney,2020-01-02,Roger Hadgraft; Anette Kolmos,Australasian journal of engineering education,211,Marine_Naval
A Systematic Literature Review on Crop Yield Prediction with Deep Learning and Remote Sensing,Central Queensland University,2022-04-21,Priyanga Muruganantham; Santoso Wibowo; Srimannarayana Grandhi; Nahidul Hoque Samrat; Nahina Islam,Remote Sensing,210,Marine_Naval
"Clustering, nano-scale precipitation and strengthening of steels",Deakin University,2020-10-23,Zhiping Xiong; Ilana Timokhina; Elena V. Pereloma,Progress in Materials Science,208,Marine_Naval
Deforestation in Colombian protected areas increased during post-conflict periods,Griffith University,2020-03-18,Nicola Clerici; Dolors Armenteras; Peter Kareiva; Rodrigo Botero; Juan Pablo Ramírez‐Delgado,Scientific Reports,207,Marine_Naval
The cheetah optimizer: a nature-inspired metaheuristic algorithm for large-scale optimization problems,Torrens University Australia,2022-06-29,Mohammad Amin Akbari; Mohsen Zare; Rasoul Azizipanah‐Abarghooee; Seyedali Mirjalili; Mohamed Deriche,Scientific Reports,200,Marine_Naval
Entrepreneurship as the Unsung Hero during the Current COVID-19 Economic Crisis: Australian Perspectives,La Trobe University,2020-06-05,Alex Maritz; Áron Perényi; Gerrit A. de Waal; Christoph Buck,Sustainability,198,Marine_Naval
What is digital literacy? A comparative review of publications across three language contexts,Deakin University,2020-07-30,Luci Pangrazio; Anna-Lena Godhe; Alejo Ezequiel González López Ledesma,E-Learning and Digital Media,196,Marine_Naval
Impact of Internet use on economic well‐being of rural households: Evidence from China,Lincoln University,2020-02-05,Wanglin Ma; Peng Nie; Pei Zhang; Alan Renwick,Review of Development Economics,195,Marine_Naval
ChatGPT versus engineering education assessment: a multidisciplinary and multi-institutional benchmarking and analysis of this generative artificial intelligence tool to investigate assessment integrity,University of Wollongong,2023-05-26,Sasha Nikolic; Scott Daniel; Rezwanul Haque; Marina Belkina; Ghulam Mubashar Hassan,European Journal of Engineering Education,192,Marine_Naval
Ultra-High-Definition Low-Light Image Enhancement: A Benchmark and Transformer-Based Method,Australian National University,2023-06-26,Tao Wang; Kaihao Zhang; Tianrun Shen; Wenhan Luo; Björn Stenger,Proceedings of the AAAI Conference on Artificial Intelligence,191,Marine_Naval
Caring during COVID‐19: A gendered analysis of Australian university responses to managing remote working and caring responsibilities,University of Tasmania,2020-06-03,Meredith Nash; Brendan Churchill,Gender Work and Organization,189,Marine_Naval
"The 15-minute city offers a new framework for sustainability, liveability, and health",Deakin University,2022-03-01,Zaheer Allam; Mark Nieuwenhuijsen; Didier Chabaud; Carlos Moreno,The Lancet Planetary Health,180,Marine_Naval
Advances in Line-of-Sight Guidance for Path Following of Autonomous Marine Vehicles: An Overview,Swinburne University of Technology,2022-04-06,Nan Gu; Dan Wang; Zhouhua Peng; Jun Wang; Qing‐Long Han,IEEE Transactions on Systems Man and Cybernetics Systems,180,Marine_Naval
"Post-lockdown SARS-CoV-2 nucleic acid screening in nearly ten million residents of Wuhan, China",La Trobe University,2020-11-20,Shiyi Cao; Yong Gan; Chao Wang; Max Bachmann; Shan-bo Wei,Nature Communications,179,Marine_Naval
ACCESS-OM2 v1.0: a global ocean–sea ice model at three resolutions,Australian National University,2020-02-05,Andrew E. Kiss; Andrew McC. Hogg; Nicholas Hannah; Fabio Boeira Dias; Gary B. Brassington,Geoscientific model development,178,Marine_Naval
A Hollow and Compressible 3D Photothermal Evaporator for Highly Efficient Solar Steam Generation without Energy Loss,University of South Australia,2021-03-02,Ting Gao; Xuan Wu; Yida Wang; Gary Owens; Haolan Xu,Solar RRL,178,Marine_Naval
"Introducing the Bacterial and Viral Bioinformatics Resource Center (BV-BRC): a resource combining PATRIC, IRD and ViPR",University of Auckland,2022-11-09,Robert Olson; Rida Assaf; Thomas Brettin; Neal Conrad; Clark Cucinell,Nucleic Acids Research,783,Space_Aerospace
Beyond panic buying: consumption displacement and COVID-19,University of Canterbury,2020-07-17,C. Michael Hall; Girish Prayag; Peter Fieger; David Dyason,Journal of service management,357,Space_Aerospace
Twelve tips for rapidly migrating to online learning during the COVID-19 pandemic,Australian National University,2020-04-29,John Sandars; Raquel Correia; Mary E. W. Dankbaar; Peter de Jong; Poh Sun Goh,MedEdPublish,229,Space_Aerospace
Conversing with Copilot: Exploring Prompt Engineering for Solving CS1 Problems Using Natural Language,University of Auckland,2023-03-02,Paul Denny; Viraj Kumar; Nasser Giacaman,,194,Space_Aerospace
Adversarial Camouflage: Hiding Physical-World Attacks With Natural Styles,Swinburne University of Technology,2020-06-01,Ranjie Duan; Xingjun Ma; Yisen Wang; James Bailey; A. K. Qin,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),189,Space_Aerospace
Artificial Intelligence Technologies and Related Urban Planning and Development Concepts: How Are They Perceived and Utilized in Australia?,Queensland University of Technology,2020-12-01,Tan Yiğitcanlar; Nayomi Kankanamge; Massimo Regona; Andrés A. Maldonado; Bridget Rowan,Journal of Open Innovation Technology Market and Complexity,177,Space_Aerospace
Are We Approaching Peak Meat Consumption? Analysis of Meat Consumption from 2000 to 2019 in 35 Countries and Its Relationship to Gross Domestic Product,Curtin University,2021-12-06,Clare Whitton; Diana Bogueva; Дора Маринова; Clive Phillips,Animals,172,Space_Aerospace
The SCIP Optimization Suite 7.0,Monash University,2020-03-30,Gerald Gamrath; Daniel Anderson; Ksenia Bestuzheva; Wei‐Kun Chen; Leon Eifler,,171,Space_Aerospace
Learning from natural sediments to tackle microplastics challenges: A multidisciplinary perspective,Deakin University,2022-04-05,Kryss Waldschläger; Muriel Brückner; Bethanie Carney Almroth; Christopher Hackney; Tanveer M. Adyel,Earth-Science Reviews,169,Space_Aerospace
How Are Smart City Concepts and Technologies Perceived and Utilized? A Systematic Geo-Twitter Analysis of Smart Cities in Australia,Queensland University of Technology,2020-05-20,Tan Yiğitcanlar; Nayomi Kankanamge; Karen Vella,Journal of Urban Technology,165,Space_Aerospace
"Partnerships, Processes, and Outcomes: A Health Equity–Focused Scoping Meta-Review of Community-Engaged Scholarship",University of Waikato,2020-01-10,Kasim Ortiz; Jacob L Nash; Logan Shea; John Oetzel; Justin Garoutte,Annual Review of Public Health,161,Space_Aerospace
