openalex_id,title,abstract,date,year,authors,university,journal,citations,doi,theme,concepts,relevance_score
W4224470041,Autonomous Spinal Robotic System for Transforaminal Lumbar Epidural Injections: A Proof of Concept of Study,"Phantom study.The aim of our study is to demonstrate in a proof-of-concept model whether the use of a marker less autonomous robotic controlled injection delivery system will increase accuracy in the lumbar spine.Ideal transforaminal epidural injection trajectories (bilateral L2/3, L3/4, L4/5, L5/S1 and S1) were planned out on a virtual pre-operative planning software by 1 experienced provider. Twenty transforaminal epidural injections were administered in a lumbar spine phantom model, 10 using a freehand procedure, and 10 using a marker less autonomous spinal robotic system. Procedural accuracy, defined as the difference between pre-operative planning and actual post-operative needle tip distance (mm) and angular orientation (degrees), were assessed between the freehand and robotic procedures.Procedural accuracy for robotically placed transforaminal epidural injections was significantly higher with the difference in pre- and post-operative needle tip distance being 20.1 (±5.0) mm in the freehand procedure and 11.4 (±3.9) mm in the robotically placed procedure (P < .001). Needle tip precision for the freehand technique was 15.6 mm (26.3 - 10.7) compared to 10.1 mm (16.3 - 6.1) for the robotic technique. Differences in needle angular orientation deviation were 5.6 (±3.3) degrees in the robotically placed procedure and 12.0 (±4.8) degrees in the freehand procedure (P = .003).The robotic system allowed for comparable placement of transforaminal epidural injections as a freehand technique by an experienced provider, with additional benefits of improved accuracy and precision.",2022-04-25,2022,Adam Margalit; Henry Phalen; Cong Gao; Justin Ma; Krishna V. Suresh,Johns Hopkins Medicine,Global Spine Journal,11,https://doi.org/10.1177/21925682221096625,Autonomous_Systems,Medicine; Imaging phantom; Lumbar; Orientation (vector space); Proof of concept,0.7
W3215643866,ColibriDoc: an Eye-in-Hand Autonomous Trocar Docking System,"Retinal surgery is a complex medical procedure that requires exceptional expertise and dexterity. For this purpose, several robotic platforms are currently under development to enable or improve the outcome of microsurgical tasks. Since the control of such robots is often designed for navigation inside the eye in proximity to the retina, successful trocar docking and insertion of the instrument into the eye represents an additional cognitive effort, and is therefore one of the open challenges in robotic retinal surgery. For this purpose, we present a platform for autonomous trocar docking that combines computer vision and a robotic setup. Inspired by the Cuban Colibri (hummingbird) aligning its beak to a flower using only vision, we mount a camera onto the endeffector of a robotic system. By estimating the position and pose of the trocar, the robot is able to autonomously align and navigate the instrument towards the Trocar Entry Point (TEP) and finally perform the insertion. Our experiments show that the proposed method is able to accurately estimate the position and pose of the trocar and achieve repeatable autonomous docking. The aim of this work is to reduce the complexity of the robotic setup prior to the surgical task and therefore, increase the intuitiveness of the system integration into clinical workflow.",2022-05-23,2022,Shervin Dehghani; Michael Sommersperger; Junjie Yang; Mehrdad Salehi; Benjamin Busam,,2022 International Conference on Robotics and Automation (ICRA),12,https://doi.org/10.1109/icra46639.2022.9811364,Autonomous_Systems,Artificial intelligence; Computer science; Robot; Computer vision; Visual servoing,0.85
W3140068452,A Robotic Platform to Navigate MRI-guided Focused Ultrasound System,"Focused ultrasound (FUS) technology attracts increasing interests accrediting to its non-invasive and painless treatment of tumors. Magnetic resonance imaging (MRI) guidance has been introduced to monitor this procedure, thus allowing the ultrasound foci to be precisely controlled. However, manual positioning of the FUS transducers is challenging, especially for the intra-operative (intra-op) adjustment in the MRI room. Currently, there are very few devices capable to provide robotic transducer positioning for the treatment of abdominopelvic organ diseases under MRI. The high intensity focused ultrasound (HIFU) spot would have to be ""steered"" to ablate large (>Ø 3.5 cm) or multiple tumors (e.g., in liver). To this end, we proposed a hydraulic-driven tele-operated robot platform that enables 5-DoF manipulation of the FUS transducer. Even operated close to the MRI iso-center, the robot can guarantee zero electromagnetic (EM) artifact to the MR image. Our proof-of-concept robot prototype can offer a large workspace (100 mm × 100 mm × 35 mm) for FUS foci steering. Accurate manipulation (0.2 mm in translation, 0.4° in rotation) of the FUS transducer holder is achieved using rolling diaphragm-sealed hydraulic actuators. The robot control responsiveness (from 0.1 to 4 Hz) is also evaluated to show the potential to compensate for the spot tracking error induced by respiratory motion. We also demonstrate the use of wireless radiofrequency (RF) markers to continuously register the robot task space in the MRI coordinates.",2021-03-25,2021,Jing Dai; Zhuoliang He; Ge Fang; Xiaomei Wang; Yingqi Li,University of Hong Kong,IEEE Robotics and Automation Letters,21,https://doi.org/10.1109/lra.2021.3068953,Autonomous_Systems,Computer science; Magnetic resonance imaging; Robot; Ultrasound; Transducer,0.567
W3177710911,An Investigative Study Into An Autonomous UAS Traffic Management System For Congested Airspace Safety,"Currently, Unmanned Aircraft System (UAS) Traffic Management (UTM) is the Federal Aviation Administration's (FAA) vision for air traffic management below 400 feet. Production UTM systems tend to reside only at specialized test sites and operational centers. UTM has been articulated as a concept of operation (ConOps) by the FAA. The UTM ConOps describes a complex interaction between UAS, UAS Operators, and the UTM system itself. These interactions may involve human operators, or be fully automated. Currently, most UTM studies and experimental prototypes do not look at the UTM concept from end-to-end; instead, they focus on specific aspects of UTM and thus cannot explore and test the holistic performance of a UTM ecosystem. Equally important is ensuring that production UTM can scale to meet the demands of future airspace, which is estimated to be 65,000 UAS operations (takeoffs and landings) per hour by 2035. The busiest US airports currently handle 300 operations per hour. In this paper, we evaluate a portion of the UTM system using a set of autonomous algorithms for flight plan de-confliction. Preliminary results suggest that the autonomy algorithms used for path planning, strategic de-confliction, and detect and avoid (DAA) are capable of scaling to high-congestion scenarios while drastically reducing collisions between UAS, even with almost all UAS deviating from de-conflicted plans (i.e., rogue UAS). We also observed that de-confliction algorithms represent a dominating safety layer in the separation hierarchy, since the strategic de-confliction algorithms manage airspace density, albeit at the cost of longer mission completion times. Our testing was done using a MATLAB simulator, which used the RRT* algorithm for flight planning, two different schedulers (Genetic Algorithm and the NASA Stratway Strategic Conflict Resolution algorithm) for strategic de-confliction, and the Airborne Collision Avoidance System for small unmanned aircraft systems (ACAS sXu) for DAA.",2021-06-01,2021,Lanier Watkins; Nick Sarfaraz; Sebastian Zanlongo; Joshua Silbermann; Tyler Young,Johns Hopkins University Applied Physics Laboratory,2022 IEEE International Conference on Communications Workshops (ICC Workshops),15,https://doi.org/10.1109/iccworkshops50388.2021.9473838,Autonomous_Systems,Air traffic management; Systems engineering; Computer science; Aeronautics; Air traffic control,0.775
W4289823970,Fluoroscopy-Guided Robotic System for Transforaminal Lumbar Epidural Injections,"We present an autonomous robotic spine needle injection system using fluoroscopic image-based navigation. Our system includes patient-specific planning, intra-operative image-based 2D/3D registration and navigation, and automatic robot-guided needle injection. We performed intensive simulation studies to validate the registration accuracy. We achieved a mean spine vertebrae registration error of 0.8± 0.3 mm, 0.9± 0.7 degrees, mean injection device registration error of 0.2± 0.6 mm, 1.2± 1.3 degrees, in translation and rotation, respectively. We then conducted cadaveric studies comparing our system to an experienced clinician's free-hand injections. We achieved a mean needle tip translational error of <inline-formula xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink""> <tex-math notation=""LaTeX"">$5.1~\pm ~2.4$ </tex-math></inline-formula> mm and needle orientation error of <inline-formula xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink""> <tex-math notation=""LaTeX"">$3.6~\pm ~1.9$ </tex-math></inline-formula> degrees for robotic injections, compared to 7.6± 2.8 mm and 9.9± 4.7 degrees for clinician's free-hand injections, respectively. During injections, all needle tips were placed within the defined safety zones for this application. The results suggest the feasibility of using our image-guided robotic injection system for spinal orthopedic applications.",2022-08-04,2022,Cong Gao; Henry Phalen; Adam Margalit; Justin Ma; Ping‐Cheng Ku,Johns Hopkins University,IEEE Transactions on Medical Robotics and Bionics,15,https://doi.org/10.1109/tmrb.2022.3196321,Autonomous_Systems,Fluoroscopy; Lumbar; Medicine; Radiology,0.625
W4298139715,Generalized Simultaneous Localization and Mapping (G-SLAM) as unification framework for natural and artificial intelligences: towards reverse engineering the hippocampal/entorhinal system and principles of high-level cognition,"Simultaneous localization and mapping (SLAM) represents a fundamental problem for autonomous embodied systems, for which the hippocampal/entorhinal system (H/E-S) has been optimized over the course of evolution. We have developed a biologically-inspired SLAM architecture based on latent variable generative modeling within the Free Energy Principle and Active Inference (FEP-AI) framework, which affords flexible navigation and planning in mobile robots. We have primarily focused on attempting to reverse engineer H/E-S ""design"" properties, but here we consider ways in which SLAM principles from robotics may help us better understand nervous systems and emergent minds. After reviewing LatentSLAM and notable features of this control architecture, we consider how the H/E-S may realize these functional properties not only for physical navigation, but also with respect to high-level cognition understood as generalized simultaneous localization and mapping (G-SLAM). We focus on loop-closure, graph-relaxation, and node duplication as particularly impactful architectural features, suggesting these computational phenomena may contribute to understanding cognitive insight (as proto-causal-inference), accommodation (as integration into existing schemas), and assimilation (as category formation). All these operations can similarly be describable in terms of structure/category learning on multiple levels of abstraction. However, here we adopt an ecological rationality perspective, framing H/E-S functions as orchestrating SLAM processes within both concrete and abstract hypothesis spaces. In this navigation/search process, adaptive cognitive equilibration between assimilation and accommodation involves balancing tradeoffs between exploration and exploitation; this dynamic equilibrium may be near optimally realized in FEP-AI, wherein control systems governed by expected free energy objective functions naturally balance model simplicity and accuracy. With respect to structure learning, such a balance would involve constructing models and categories that are neither too inclusive nor exclusive. We propose these (generalized) SLAM phenomena may represent some of the most impactful sources of variation in cognition both within and between individuals, suggesting that modulators of H/E-S functioning may potentially illuminate their adaptive significances as fundamental cybernetic control parameters. Finally, we discuss how understanding H/E-S contributions to G-SLAM may provide a unifying framework for high-level cognition and its potential realization in artificial intelligences.",2022-09-30,2022,Adam Safron; Ozan Çatal; Tim Verbelen,Indiana University Bloomington,Frontiers in Systems Neuroscience,21,https://doi.org/10.3389/fnsys.2022.787659,Autonomous_Systems,Computer science; Artificial intelligence; Simultaneous localization and mapping; Inference; Cognitive map,1.0
W3215817211,A Surgical Robotic System for Long-Bone Fracture Alignment: Prototyping and Cadaver Study,"In this paper, we design, develop, and validate a surgical robotic system, entitled Robossis, to assist long-bone fracture reduction, i.e., alignment, surgeries. Unlike traditional long-bone fracture surgeries, Robossis enables the surgeon to precisely align the fractured bone in the presence of large traction forces and torques. The proposed surgical system includes a novel 3-armed robot, a bone-gripping mechanism, and a master controller. The 6-DOF 3-armed wide-open parallel robot has a unique architecture, which facilitates positioning the bone inside the robot, providing a large workspace for surgical maneuvers. Kinematic analysis shows that the symmetric 3-armed mechanism provides a significant advantage over the Gough-Stewart platform, i.e., 15 times larger rotational workspace, which is a vital advantage for fracture alignment. Theoretical and experimental testing are performed to demonstrate Robossis performance, including high accuracy and force insertion capabilities. A successful cadaver test was performed using a Robossis prototype, which shows that guided by intraoperative X-ray imaging, Robossis is able to manipulate bone in all translational and rotational directions while encountering the muscle payload surrounding the femur. Robossis is designed to balance accuracy, payload, and workspace, and its innovative design presents major advantages over the existing robot designs for the reduction of long-bone fractures.",2021-11-19,2021,Marzieh S. Saeedi-Hosseiny; Fayez Alruwaili; Sean McMillan; Iulian Iordachita; Mohammad H. Abedinnasab,Rowan University,IEEE Transactions on Medical Robotics and Bionics,19,https://doi.org/10.1109/tmrb.2021.3129277,Autonomous_Systems,Workspace; Payload (computing); Kinematics; Robot; Reduction (mathematics),0.567
W4200061962,Generalized Simultaneous Localization and Mapping (G-SLAM) as unification framework for natural and artificial intelligences: towards reverse engineering the hippocampal/entorhinal system and principles of high-level cognition,"Simultaneous localization and mapping (SLAM) represents a fundamental problem for autonomous embodied systems, for which the hippocampal/entorhinal system (H/E-S) has been optimized over the course of evolution. We have developed a biologically-inspired SLAM architecture based on latent variable generative modeling within the Free Energy Principle and Active Inference (FEP-AI) framework, which affords flexible navigation and planning in mobile robots. We have primarily focused on attempting to reverse engineer H/E-S ‘design’ properties, but here we consider ways in which SLAM principles from robotics may help us better understand nervous systems and emergent minds. After reviewing LatentSLAM and notable features of this control architecture, we consider how the H/E-S may realize these functional properties not only for physical navigation, but also with respect to high-level cognition understood as generalized simultaneous localization and mapping (G-SLAM). We focus on loop-closure, graph-relaxation, and node duplication as particularly impactful architectural features, suggesting these computational phenomena may contribute to understanding cognitive insight (as proto-causal-inference), accommodation (as integration into existing schemas), and assimilation (as category formation). All these operations can similarly be describable in terms of structure/category learning on multiple levels of abstraction. However, here we adopt an ecological rationality perspective, framing H/E-S functions as orchestrating SLAM processes within both concrete and abstract hypothesis spaces. In this navigation/search process, adaptive cognitive equilibration between assimilation and accommodation involves balancing tradeoffs between exploration and exploitation; this dynamic equilibrium may be near optimally realized in FEP-AI, wherein control systems governed by expected free energy objective functions naturally balance model simplicity and accuracy. With respect to structure learning, such a balance would involve constructing models and categories that are neither too inclusive nor exclusive. We propose these (generalized) SLAM phenomena may represent some of the most impactful sources of variation in cognition both within and between individuals, suggesting that modulators of H/E-S functioning may potentially illuminate their adaptive significances as fundamental cybernetic control parameters. Finally, we discuss how understanding H/E-S contributions to G-SLAM may provide a unifying framework for high-level cognition and its potential realization in artificial intelligences.",2021-10-01,2021,Adam Safron; Ozan Çatal; Tim Verbelen,Indiana University Bloomington,,18,https://doi.org/10.31234/osf.io/tdw82,Autonomous_Systems,Computer science; Artificial intelligence; Simultaneous localization and mapping; Cognitive map; Inference,1.0
W4389610034,Autonomous System for Tumor Resection (ASTR) - Dual-Arm Robotic Midline Partial Glossectomy,"Head and neck cancers are the seventh most common cancers worldwide, with squamous cell carcinoma being the most prevalent histologic subtype. Surgical resection is a primary treatment modality for many patients with head and neck squamous cell carcinoma, and accurately identifying tumor boundaries and ensuring sufficient resection margins are critical for optimizing oncologic outcomes. This study presents an innovative autonomous system for tumor resection (ASTR) and conducts a feasibility study by performing supervised autonomous midline partial glossectomy for pseudotumor with millimeter accuracy. The proposed ASTR system consists of a dual-camera vision system, an electrosurgical instrument, a newly developed vacuum grasping instrument, two 6-DOF manipulators, and a novel autonomous control system. The letter introduces an ontology-based research framework for creating and implementing a complex autonomous surgical workflow, using the glossectomy as a case study. Porcine tongue tissues are used in this study, and marked using color inks and near-infrared fluorescent (NIRF) markers to indicate the pseudotumor. ASTR actively monitors the NIRF markers and gathers spatial and color data from the samples, enabling planning and execution of robot trajectories in accordance with the proposed glossectomy workflow. The system successfully performs six consecutive supervised autonomous pseudotumor resections on porcine specimens. The average surface and depth resection errors measure 0.73±0.60",2023-12-12,2023,Jiawei Ge; Michael Kam; Justin D. Opfermann; Hamed Saeidi; Simon Léonard,Johns Hopkins University,IEEE Robotics and Automation Letters,3,https://doi.org/10.1109/lra.2023.3341773,Autonomous_Systems,Workflow; Artificial intelligence; Computer science; Computer vision; Database,0.567
W4319988692,ASAP: A Semi-Autonomous Precise System for Telesurgery During Communication Delays,"In remote, rural, and disadvantaged areas, telesurgery can be severely hindered by limitations of communication infrastructure. In conventional telesurgery, delays as small as 300ms can produce fatal surgical errors. To mitigate the effect of communication delays during telesurgery, we introduce a semi-autonomous system that decouples the user interaction from the robot execution. This system uses a physics-based simulator where a surgeon can demonstrate individual surgical subtasks, with immediate graphical feedback. Each subtask is performed asynchronously, unaffected by communication latency, jitter, and packet loss. A surgical step recognition module extracts the intended actions from the observed surgeon-simulation interaction. The remote robot can perform each one of these actions autonomously. The action recognition system leveraged a transfer learning approach that minimized the data needed during training, and most of the learning is obtained from simulated data. We tested this system in two tasks: fluid-submerged peg transfer (resembling bleeding events) and surgical debridement. The system showed robustness to delays of up to 5 seconds, maintaining a performance rate of 87% for peg transfer and 88% for debridement. Also, the framework reduced the completion time under delays by 45% and 11% during peg transfer and debridement, respectively.",2023-01-25,2023,Glebys Gonzalez; Mythra V. Balakuntala; Mridul Agarwal; Thomas Low; Bruce Knoth,Purdue University West Lafayette,IEEE Transactions on Medical Robotics and Bionics,9,https://doi.org/10.1109/tmrb.2023.3239674,Autonomous_Systems,Computer science; Jitter; Robot; Robustness (evolution); Simulation,0.567
W4395005815,SY-MIS Project: Biomedical Design of Endo-Robotic and Laparoscopic Training System for Surgery on the Earth and Space,"Despite the location (Earth or Space), surgical simulation is a vital part of improving technical skills and ensuring patients' safety in the real procedure. The purpose of this study is to describe the Space System for Minimally Invasive Surgery (SY-MIS©) project, which started in 2016 under the supervision of the Center for Space Systems (C-SET). The process connects the best features of the following machines: Biomedik Surgeon, Space Biosurgeon, SP-LAP 1, and SP-LAP 2, which were defined using the VDI 2221 guidelines. This research uses methods based on 3 standards: i) Biomedical design: ISO 9001-13485 / FDA 21 CFR 820.30 / ASTM F1744-96(2016); ii) Aerospace human factors: HF-STD-001; iii) Mechatronics design: VDI 2206. The results depict the conceptual biomedical design of a novel training system named Surgical Engineering and Mechatronic System (SETY©), which integrates the use of 2 laparoscopic tools and 2 anthropomorphic mini-robotic arms (6 DOF). It has been validated by the Evaluation of Technical Criteria, getting a total score of 90% related to clinical assessment, machine adaptability, and robustness. The novelty of the research lies in the introduction of a new procedure that covers the simultaneous use of laparoscopic and robotic systems, named Hybrid Cyber-Physical Surgery (HYS©). In conclusion, the development of SY-MIS© promotes the use of advanced technologies to improve surgical procedures and human-machine medical cooperation for the next frontier of habitability on other planets. Doi: 10.28991/ESJ-2024-08-02-01 Full Text: PDF",2024-04-01,2024,José Cornejo; Jorge Cornejo; Mariela Vargas; Miguel Á. Carvajal; Paul Perales,Universidad Ricardo Palma,Emerging Science Journal,10,https://doi.org/10.28991/esj-2024-08-02-01,Autonomous_Systems,Space (punctuation); Laparoscopic surgery; Training (meteorology); Medicine; General surgery,0.867
W4205792830,Porting Computer Vision Models to the Edge for Smart City Applications: Enabling Autonomous Vision-Based Power Line Inspection at the Smart Grid Edge for Unmanned Aerial Vehicles (UAVs),"Smart grid infrastructure must be monitored and inspected -especially when subject to harsh operating conditions in extreme, remote environments such as the highlands of Iceland.Current methods for monitoring such critical infrastructure includes manual inspection, static video analysis (where connectivity is available) and unmanned aerial vehicle (UAV) inspection.UAVs offer certain inspection efficiencies; however, challenges persist given the time and UAV operator skill required.Collaborating with Landsnet, the Icelandic smart grid operator, we apply convolutional neural networks for image processing to detect smart grid transmission infrastructure and modify the resulting computer vision (CV) model to function on the edge of a UAV.In doing so, we overcome significant edge processing barriers.Our real-time CV model delivers decision insight on the UAV edge and enables autonomous flight path planning for use in smart grid inspection.Our approach is transferable to other smart city applications that could benefit from edge-based monitoring and inspection.",2022-01-01,2022,Ingi Gudmundsson; Gregory Falco,ETH Zurich,Proceedings of the ... Annual Hawaii International Conference on System Sciences/Proceedings of the Annual Hawaii International Conference on System Sciences,3,https://doi.org/10.24251/hicss.2022.929,Autonomous_Systems,Porting; Enhanced Data Rates for GSM Evolution; Computer science; Line (geometry); Edge computing,0.625
